Enc. Variable 0,Enc. Variable 1,Enc. Variable 2,Enc. Variable 3,Enc. Variable 4,Enc. Variable 5,Enc. Variable 6,Enc. Variable 7,Enc. Variable 8,Enc. Variable 9,Enc. Variable 10,Enc. Variable 11,Enc. Variable 12,Enc. Variable 13,Enc. Variable 14,Enc. Variable 15
-0.26301163,-0.44407234,0.15597427,-0.042761255,-0.31061307,-0.33068246,-0.062746495,0.15064831,-0.17438743,-0.37159252,-0.42702103,0.22930472,-0.26672465,0.14979547,0.15490036,0.2908436
-0.5151098,-0.29981315,-0.26330036,-0.3022306,-0.08751565,-0.021334969,-0.34287104,0.5003977,-0.17145054,-0.37789348,-0.22462672,-0.059685297,-0.044906892,0.370836,0.06434658,-0.43554
0.1870481,-0.16472842,0.3264508,-0.3097818,0.5038116,0.08170308,0.9667353,-0.029798772,-0.46628144,0.022606567,0.37728146,-0.35184282,0.14021277,-0.3512027,-0.3251554,-0.18602759
-0.33341667,-0.5804592,0.37482363,0.053125635,0.036684,0.099297,-0.32332674,0.94598335,0.16144572,-0.24339122,-0.4941292,0.1782973,0.3670386,-0.24469134,0.038527157,0.097742796
0.054119505,-0.24093589,-0.09371855,0.13723181,-0.44891024,-0.3237816,-0.14723398,0.19296314,0.4570575,-0.48789838,-0.8339953,0.46817642,0.22256672,0.034175053,-0.20405014,0.22464265
0.15137912,0.0026249439,0.32903174,-0.43232927,0.012462437,0.34002328,0.41475627,0.4121997,-0.47118312,-0.32775727,-0.37591946,0.1310434,0.11954023,-0.26918995,-0.55172974,-0.4463778
-0.2562579,-0.12415804,-0.42176738,-0.36800933,0.7884543,0.12192874,0.2445947,0.39137802,0.49168912,-0.29698125,-0.35477945,0.04011707,0.35080254,-0.34613782,-0.23781414,-0.2229254
-0.24728246,-0.28832558,0.10477172,0.28455055,0.10569555,-0.24232502,-0.18166102,0.26925743,-0.11246681,-0.19734079,-0.34431192,-0.0722086,0.07777841,-0.31324586,-0.16089636,0.6314068
-0.27644366,0.029065322,0.4617458,-0.29662317,-0.54495883,-0.012579344,-0.06431708,0.41303742,-0.7083619,-0.14112625,-0.071433105,-0.13267569,0.060149796,0.31938753,-0.29140052,0.13915554
-0.5299525,-0.49214393,-0.1801017,-0.08346878,0.06346923,0.04624673,-0.5665087,0.60551566,-0.08554954,-0.3130619,-0.16509044,-0.22304069,-0.02497205,0.13618647,0.25279647,-0.3704969
0.07455754,0.1551927,0.04858389,-0.35326806,0.28639486,-0.045212604,0.41167155,-0.39508018,-0.3439228,-0.0020901263,-0.074478865,-0.0111945495,0.18602769,-0.19223705,0.32120648,0.095480114
-0.29992935,-0.2809555,0.47099045,0.19790763,-0.050988317,0.1706517,-0.24498299,0.4548583,-0.6073046,0.012610607,-0.18308046,-0.36471176,0.39896116,-0.1748791,-0.15807018,0.2643798
0.061182894,-0.16846189,0.34301144,-0.24313141,0.40358835,-0.048164397,-0.01880027,0.53368104,-0.37314716,-0.010291912,0.17079574,-0.25970137,0.029559983,-5.8860984e-05,-0.13566431,-0.3410966
-0.22281843,-0.38836327,-0.39070562,-0.60338974,0.3338833,0.009129003,-0.15960774,-0.4064161,-0.110716194,-0.4665986,0.24155024,-0.11644547,-0.34992638,-0.0050531602,0.017096732,-0.708519
-0.19700922,-0.32483357,0.14689544,-0.46388808,-0.5053507,-0.5904389,0.21825373,0.17582978,-0.1895212,-0.21249725,-0.18528011,0.22290598,-0.38602242,0.66624445,-0.20843211,0.25128192
-0.13967857,-0.36537555,0.38233042,0.02602622,0.05920647,0.024036795,-0.019219141,0.17532505,-0.4293703,-0.043016486,-0.36322957,-0.1772179,0.5828192,-0.43662396,-0.1935602,0.41612026
0.06542881,-0.49151003,0.92561144,-0.02799197,-0.17018102,-0.33656472,0.060629208,-0.20490302,0.24636203,-0.3428938,-0.30740327,-0.65174854,0.74519044,0.08150667,-0.048340827,0.12097487
-0.33606622,-0.11090623,-0.28447226,-0.17473316,-0.4149319,-0.23854063,0.04954116,0.68472695,-0.34878474,-0.33086246,-0.34850517,0.119769946,0.06108693,0.21652038,-0.035703517,-0.19584173
-0.009656884,-0.09436235,0.2665141,0.1420451,-0.47419572,-0.20362066,0.8762208,0.059928227,-0.3096148,-0.5760976,-0.42650953,0.4948122,-0.46647924,-0.36792925,-0.37228224,-0.12107434
-0.34692013,-0.4395329,0.13545534,0.23630941,0.18037692,0.25375986,-0.2785043,0.303846,-0.4987972,0.20507976,-0.14590232,-0.57964766,0.444428,-0.28982243,-0.24312645,0.05971953
-0.11459926,-0.1954652,0.20613587,-0.114624,0.48767674,0.11002906,-0.15995553,0.50519747,-0.41939428,-0.054087013,0.41901988,-0.58041406,0.050187886,-0.23100156,-0.3511522,-0.48098382
0.14402717,0.042777486,0.13406268,0.1305524,0.2991742,-0.29901558,0.16327247,0.40140298,0.26364547,-0.08811815,-0.5201973,0.01195766,0.9040943,-0.30686712,0.021097057,0.38423935
0.11049701,-0.13857374,-0.04827643,0.3016281,-0.5180235,-0.068204135,0.18764763,0.061239887,0.23892611,-0.6218366,-0.4897467,0.18945847,-0.7517055,0.25424236,0.15471888,-0.05887338
0.38044992,-0.14856559,0.55787784,-0.49433425,0.32235974,-0.09194341,1.1441416,-0.35840994,-0.0718414,-0.07347552,0.07460237,0.068458274,-0.17712268,0.41001013,-0.22557077,0.03352197
-0.6098707,-0.15026972,-0.5792058,-0.1668865,-0.2429229,-0.18817636,0.033870228,0.47026637,-0.48448825,0.31030914,-0.28735423,-0.73364115,-0.06171108,0.22532447,-0.13617675,-0.06240924
-0.21073729,0.013328873,0.034109015,-0.32138917,0.26356196,-0.36163926,0.13925366,-0.10419221,0.59539515,-0.22351202,-0.18330911,0.23530929,0.58164394,-0.8233317,-0.27335057,0.38288876
-0.31483886,-0.101283625,-0.041448407,0.046180792,0.4008436,-0.10283567,-0.0119394995,0.085342824,0.22063226,-0.1696606,0.004406061,-0.44758588,0.29037067,-0.98931503,-0.34376118,0.4093609
0.30424517,-0.25971705,0.1473183,0.5429598,-0.12375687,-0.16779914,-0.11481668,0.001778489,0.16626218,-0.5767463,-0.58648443,0.21735458,0.17760013,-0.38642204,-0.23536417,0.6915812
-0.007965773,0.18052676,-0.020839565,-0.24747512,0.43210512,0.41841877,0.97969526,-0.040604834,-0.16834061,-0.21468504,-0.1455437,-0.5564026,0.1705248,-0.03239342,-0.45589846,-0.29400754
-0.06777322,-0.6837529,0.622985,0.0133192465,-0.38353488,-0.27590877,-0.016317908,-0.047815293,0.09852519,-0.41984683,-0.40583408,-0.46489596,0.3193795,-0.05691423,0.0081330445,0.22344422
-0.2653696,-0.19632725,0.15732802,-0.19776309,-0.017203555,-0.09863673,-0.05802499,0.9851793,-0.28745678,-0.39769518,-0.048657134,-0.038912997,-0.08728313,-0.10393596,-0.30511022,-0.6534803
-0.40878078,-0.61642736,-0.046887472,0.09190732,-0.21285504,0.014047071,-0.4867201,0.6111291,-0.19232534,-0.27606586,-0.35125107,-0.20724507,-0.01511039,0.21542493,0.47022524,-0.14409676
-0.07176589,-0.15448463,0.43915763,0.35679653,0.33060962,0.4299159,-0.24778113,-0.21635549,0.3409184,-0.032237064,-0.1212819,-1.1428255,0.10792951,-0.12190326,0.07687765,-0.31393638
-0.038158514,-0.51712596,0.42469078,-0.07879768,-0.30944717,-0.46860814,-0.063790694,-0.009794364,0.32985643,-0.45342553,-0.33788857,-0.4269598,0.5203455,-0.015464202,0.23495932,0.399863
-0.390076,0.013866719,-0.51953286,-0.2902941,-0.5620042,-0.453147,0.33282536,0.044536944,-0.32379106,0.10434282,-0.3691395,-0.07284316,0.5351264,-0.1291406,0.23802365,0.49055576
-0.32476223,0.23617238,0.40131274,-0.32051927,-0.3915451,-0.199284,0.5198851,0.036587466,-0.2941016,0.23580092,-0.16217856,0.0923471,0.34332642,0.04402313,0.08733696,0.17608654
0.13797757,-0.03153395,0.34526828,-0.025975615,-0.19172676,-0.5301854,-0.055783678,-0.24766192,0.61972153,-0.7060231,-0.38480332,-0.46280497,0.7245393,0.16959132,-0.12653731,0.1883538
-0.31146017,-0.49171507,-0.19415087,-0.22048323,-0.09253499,-0.051707663,-0.053661834,-0.120846346,-0.19507907,-0.3051257,-0.20428482,0.045317225,-0.26939315,0.30445665,0.25115603,-0.44192415
-0.19357026,-0.47978562,-0.2206209,-0.21959499,-0.27452868,-0.5161441,-0.07520203,-0.07662377,-0.25027236,-0.12930971,-0.73275137,-0.12872088,0.40311387,0.4669913,0.16116218,0.4114774
-0.08722621,-0.26658875,0.46732882,-0.5521294,0.51979166,0.4430796,0.92762333,-0.387158,-0.27537256,-0.057072453,0.36135334,-0.6863714,0.14851843,-0.23579243,-0.6857878,-0.02578717
-0.5228811,-0.49669033,0.17004114,0.002605006,-0.28613663,0.04306913,-0.4386724,0.004256936,-0.2190082,-0.1890487,-0.010015249,-0.55290663,-0.009899562,-0.1440114,0.19723381,-0.2469967
-0.09764078,-0.3351838,-0.23536628,-0.14298865,-0.008290863,-0.042751625,-0.0699317,-0.17755176,-0.48034015,-0.0016889423,-0.022281453,-0.19855216,0.42175972,-0.124490835,0.12905553,0.4687764
0.20272157,0.08087162,0.3524262,-0.12332269,0.5691857,0.08782309,0.8218197,-0.06486424,-0.24030292,0.060400695,0.27256018,-0.6730263,0.2989537,-0.06278805,-0.37209007,-0.18702847
-0.21549492,-0.71737516,0.51141906,-0.020188767,-0.21722217,-0.39541757,-0.015077274,-0.037588406,0.12421542,-0.31740117,-0.22466916,-0.3474388,0.14258039,0.11171364,0.4131776,0.21897694
0.30284703,-0.36339024,0.3062827,-0.0785248,0.10171895,-0.70632327,0.23376226,0.0195323,-0.19346039,-0.13797152,-0.3267214,0.16413538,-0.00371507,0.19185105,-0.24753779,0.12647119
-0.2443058,-0.52598125,0.12029459,0.3996539,0.063703425,-0.19338547,-0.3904598,0.6128409,-0.19691545,-0.0054352134,-0.31838837,-0.5771592,0.37631786,0.14193878,-0.03855374,0.2176618
0.2563098,-0.16260077,0.18495804,-0.47514635,0.043027118,0.040999256,0.11614695,0.023929466,-0.27750307,-0.053684812,0.4766883,-0.19945976,0.027309937,-0.1314413,-0.0636331,-0.2861044
-0.020238,-0.39221507,-0.26072645,0.24631143,-0.6922638,-0.30229062,0.38427103,0.48787764,-0.30147827,-0.602159,-0.5394314,0.33232343,-0.22835824,0.04778681,-0.47348747,-0.16136429
-0.2216021,-0.19347708,0.3348656,-0.25534073,-0.09100463,-0.15646711,-0.0069969743,-0.22585367,-0.2095825,0.008499496,-0.16014448,-0.20005348,-0.23310843,0.5432269,0.1939389,0.06490253
-0.033707425,-0.30145714,-0.07144341,-0.1820949,0.06569059,-0.1121449,-0.066918164,0.11021374,-0.31197846,-0.2704383,-0.21460351,0.052520633,-0.029209847,-0.08170589,0.23035127,0.17669886
-0.4729037,-0.012948018,-0.32060903,0.0150604695,-0.2969084,-0.07547514,-0.13305129,0.41166636,-0.31297645,-0.15140674,-0.3116909,-0.84198195,-0.2801106,0.5717974,-0.12588426,0.12364137
0.098252624,-0.2627897,0.21299103,0.13804887,-0.5306248,-0.13794155,0.69705117,0.19749227,-0.18471165,-0.5542164,-0.37267643,0.30026275,-0.40842474,-0.70462424,-0.45422003,-0.13285038
-0.2468212,-0.08260738,-0.1708974,-0.3423559,0.0590411,-0.12453021,-0.24582314,0.11588447,-0.48878676,-0.21369022,-0.053077675,-0.251503,0.06653218,0.016064994,0.035125125,0.2030707
-0.6226127,-0.3215502,0.027997345,-0.22482975,0.2679828,0.046512663,0.14123654,0.68254036,-0.06431916,-0.48240453,-0.09603092,0.11609797,-0.6229936,0.16713144,-0.10620038,-0.5475014
-0.37202278,-0.5201034,-0.1680151,-0.0724822,-0.113033056,-0.09157167,-0.37459284,0.43505082,-0.02818534,-0.42437017,-0.10655106,-0.10050668,0.17698525,0.4180844,0.30700395,-0.21242258
-0.07613419,0.048579954,0.0031756535,-0.15924399,0.53360224,-0.24571337,0.26570022,-0.117158204,0.068692945,-0.18883663,-0.060140885,-0.30835664,0.5304399,-1.0381747,-0.67874885,0.4578713
0.076392226,-0.40463296,-0.030345261,0.073663786,0.32392246,-0.16304532,-0.075836614,-0.5616924,-0.059275396,-0.10758646,0.16924933,-0.30642864,0.73127615,-0.08455258,0.42511344,0.3679919
-0.07480887,-0.30762535,-0.14822713,-0.19803302,-0.19924298,-0.1709168,-0.12843458,-0.025709108,-0.41203713,-0.2715947,-0.19006953,-0.05517877,0.26026022,0.060540076,0.202552,0.39788014
0.29395524,-0.41322607,0.30029806,0.09908345,0.38368976,-0.34928054,0.28871062,0.1655051,-0.72464955,-0.28779286,0.100996606,-0.05675292,0.09633575,-0.017187512,-0.43747142,-0.092142075
0.24988985,-0.12790248,0.15083522,0.16615632,-0.25752148,-0.070488624,-0.034115028,0.24203058,0.21331114,-0.3204882,-0.52912,0.22827645,0.55691934,-0.15190573,-0.14250731,0.61377597
0.08261852,-0.3509318,0.026212128,0.28992352,-0.12212938,-0.15204826,-0.161525,0.27282944,0.12518486,-0.36164188,-0.65601254,-0.0059719235,0.23281328,-0.44230133,-0.011261079,0.66680586
-0.26537395,-0.32944685,0.011917755,0.2327804,0.09470103,-0.034011777,0.054603063,0.19300528,-0.23912658,0.08994673,-0.18189538,-0.26496643,0.44115034,-0.29403305,0.25056866,0.06878825
0.13175893,-0.33127916,0.03404673,0.17286772,-0.1457258,-0.35008556,0.062106423,-0.13436615,0.36614266,-0.16289729,-0.51090556,0.1075245,0.65707535,-0.14056517,0.12683852,0.50889766
0.20685825,-0.49030036,-0.1864641,-0.16067216,0.2536545,0.056603752,-0.09224707,-0.15626185,-0.5869548,-0.23988271,-0.10526499,-0.26396197,0.40262368,-0.054741688,0.025751743,0.3571966
-0.4509857,-0.50481284,0.2686243,-0.054404993,0.08539465,0.15047774,-0.4065043,-0.41701606,-0.32634023,-0.08562322,0.2758599,-0.6029766,-0.067756645,-0.06506019,0.21541528,-0.31691554
-0.40870062,-0.2453514,0.17220777,0.10847758,0.17769794,-0.3138281,-0.093618855,0.53393096,0.15635437,-0.1674648,-0.2711216,-0.029573277,0.45860225,-0.4216731,0.1642599,0.11808895
0.30493945,-0.3758451,0.047561377,-0.2745523,0.35359055,-0.020937303,0.015230659,-0.47868454,-0.19581072,-0.07828862,0.028747626,-0.1837947,0.33636847,-0.07250751,0.27842107,0.4922394
0.1174801,-0.3337652,0.33604336,-0.09234876,0.5691953,-0.14804512,0.50922936,-0.16562097,-0.21019733,-0.22522385,0.15667266,0.096256465,0.2784082,-0.51336384,0.08012244,-0.089285925
-0.4289204,-0.17094684,-0.41875473,-0.2985686,0.0101982355,-0.014316831,0.3736645,0.24279375,0.30660897,-0.052217275,-0.29837185,0.3278783,-0.48998347,-0.049672972,0.10304494,-0.4378785
0.037390187,-0.34694308,0.19360217,0.12074229,0.06447891,0.041464478,-0.1507518,0.46677318,0.06513086,-0.09886712,-0.6078292,-0.3492483,0.51201326,-0.29228762,0.052005854,0.4811109
0.14219947,-0.4481253,-0.005360838,0.18686047,-0.49058053,-0.22615343,-0.1966113,0.5099616,0.14458574,-0.5709213,-0.63882494,-0.06282259,-0.013888346,0.26963583,0.41088155,0.3664528
-0.08731288,0.034922127,0.6515046,-0.3544807,-0.08205083,-0.5462419,0.73461986,-0.25611356,0.26861992,0.3668423,-0.44795838,0.3845259,-0.13316232,0.89852184,-0.009060966,0.10340428
-0.2217517,-0.21163702,0.062229108,0.07540926,0.012603857,-0.25917357,-0.36909235,0.49183407,0.094091326,-0.17378312,-0.17030866,-0.04657694,0.4326166,-0.21717522,0.09434256,0.24396971
-0.13607092,-0.41056114,-0.16584879,-0.48488528,0.27244002,-3.62359e-05,-0.14452726,-0.53434604,-0.108039714,-0.28423625,0.17976213,-0.13708574,-0.27378476,-0.116565004,0.19092588,-0.69335705
0.044041708,-0.0023060404,0.25930235,-0.24728017,-0.23127846,-0.2428083,0.19183779,0.50186974,-0.40529492,-0.29411703,-0.42973512,0.05576375,0.13426752,0.19471923,-0.40950242,-0.065286875
0.056882843,-0.071832575,0.35527703,-0.18279395,0.4337173,-0.19810472,0.16947137,0.27601972,-0.27475974,-0.016370784,0.16555703,-0.329242,0.18011627,-0.124248736,0.25882354,0.12151717
0.049084023,-0.23518866,-0.32896107,-0.18021119,0.35243416,0.24389614,-0.2771166,-0.3491903,-0.5098576,-0.14982799,0.36229128,-0.6088819,0.43385357,-0.43365386,0.2062743,0.34159356
0.18263938,-0.0406828,-0.15295503,0.18542445,0.60308546,-0.21176344,0.35048822,-0.17738192,0.06124834,-0.23814143,-0.07740299,-0.21131198,0.39729506,-1.1390599,-0.3059285,0.69462067
