Enc. Variable 0,Enc. Variable 1,Enc. Variable 2,Enc. Variable 3,Enc. Variable 4,Enc. Variable 5,Enc. Variable 6,Enc. Variable 7,Enc. Variable 8,Enc. Variable 9,Enc. Variable 10,Enc. Variable 11,Enc. Variable 12,Enc. Variable 13,Enc. Variable 14,Enc. Variable 15
-0.5839727,-0.7442148,-0.074251615,0.06802426,-0.28755227,0.06329533,-0.55641866,0.5032379,-0.118735366,-0.23706765,-0.3858168,-0.26042226,-0.019992644,0.30208272,0.3702889,-0.30432242
-0.3828225,-0.6162721,0.14634907,-0.42609537,0.010124078,-0.05407943,-0.040441778,-0.4427327,-0.097509734,-0.27558076,0.37882277,-0.1350549,-0.23612273,0.13936347,0.15335315,-0.3347297
-0.75864756,-0.69639194,-0.30413076,0.010301441,-0.3364336,-0.050995693,-0.61263156,0.5014509,-0.044246107,-0.2802286,-0.4557771,-0.25256562,0.056542277,0.32675567,0.26042488,-0.24540873
-0.458746,-0.40091974,-0.06757462,-0.7087389,0.7597532,0.11768639,0.14639756,-0.049085636,0.13918258,-0.19286168,0.19919369,0.070402816,-0.37762386,-0.38427314,-0.010432994,-0.44985977
-0.1897,0.117830954,-0.081556596,-0.06474397,-0.39849678,-0.45747828,0.59039426,-0.005837637,0.015706956,-0.34032407,-0.29209107,0.5251337,0.08651306,-0.3811554,0.093297586,0.06916166
-0.079483226,-0.05361177,0.6179741,-0.023659345,-0.105263226,-0.3625582,0.21081911,-0.02854048,0.1947134,0.032741673,-0.5311406,0.0843174,-0.065545835,0.3481761,0.44829026,0.23577696
0.23923889,-0.099363655,0.08446984,-0.07279283,0.15937243,-0.3002251,0.11208074,0.09759469,0.39593357,-0.17187226,-0.38459995,-0.09935494,0.38956645,-0.54454523,0.1614994,-0.011842353
-0.09010113,-0.4795847,0.25840282,0.11578274,-0.15155277,-0.3104905,0.09470354,0.047144946,0.2974082,-0.14131334,-0.48863968,0.22135423,0.37111273,-0.41554588,0.08968,0.46064073
0.09037471,-0.34383848,0.37252927,-0.29371262,-0.0830248,-0.4062053,0.28249377,0.007790029,0.32472578,-0.13980903,-0.7381303,0.074587226,0.40675306,-0.78281957,0.026655953,0.14164166
-0.4566249,-0.39129063,0.23426318,-0.38677645,0.19844542,-0.17278472,0.1275665,-0.19084089,0.32206076,-0.11014418,-0.033111602,0.18864302,-0.24327695,0.46089485,0.49609673,0.30044508
-0.25526854,-0.1635231,-0.0117210075,-0.06313502,0.31388685,-0.47667623,0.085666806,0.3258142,0.2445592,-0.25397474,-0.15577264,0.24507003,0.4827503,-0.8448067,0.026343826,0.44499922
-0.5255486,-0.4846784,-0.17025706,0.01412569,0.15300007,0.05933705,-0.6281831,-0.04776806,-0.35307515,-0.15313727,0.033095352,-0.58975255,-0.15811741,0.0022279122,0.3199578,-0.23927821
-0.23097657,-0.4686525,0.1523704,-0.06720637,-0.5185078,-0.5020611,0.017708823,0.01938266,0.03845699,-0.24260542,-1.0056975,0.12561174,-0.19323573,0.4144812,0.18847391,0.4853537
0.1200006,-0.29303858,0.56681234,-0.15220797,0.08212288,-0.36437815,0.22770402,0.05511186,-0.16127,-0.021554314,-0.59298927,0.21083517,0.6016947,-0.04420688,-0.27762032,0.22357039
-0.06549264,-0.09109357,0.5135312,-0.1671921,-0.23850825,-0.3832913,0.47321045,0.3441829,-0.10004059,0.0023646802,-0.3086655,0.4252782,-0.25720656,0.33404413,-0.091371804,0.25396731
-0.29330873,-0.36185193,0.0075594336,-0.11469567,0.055605162,-0.5674539,0.14129081,0.4300569,0.45239604,-0.2217475,-0.4173237,0.1548544,0.24101843,-0.5611677,0.10564023,0.39287224
-0.33492687,-0.5698365,0.09284676,0.046705022,-0.16673705,0.1839808,-0.5022153,0.5058732,-0.26087627,-0.043488935,-0.3272161,-0.049846012,0.20030427,-0.025314482,-0.22176684,0.28197506
-0.25355992,-0.32540298,-0.03764341,0.052374735,0.16507779,-0.2961208,-0.27182993,0.4380815,-0.25408262,-0.35089254,-0.08443609,-0.2629277,0.2502652,-0.66137177,-0.29770458,0.42770192
-0.3831144,-0.61530966,-0.69087774,-0.48400727,0.049468018,-0.22465988,-0.21546462,-0.15087895,0.38836348,-0.31900814,-0.24254969,0.37902993,-0.096971326,0.3084594,0.20206758,0.4425335
-0.14258237,-0.17613882,0.041914433,-0.09762321,-0.5320078,-0.13275404,0.6937074,0.58069235,-0.43088797,-0.3522649,-0.2629528,0.2923051,-0.19036075,-0.5216033,-0.2199906,-0.46936294
-0.17129299,-0.02150999,-0.002931051,-0.19770488,0.78750837,-0.40360326,0.18918942,-0.08559188,0.52905345,-0.20410667,-0.21871406,0.27079934,0.7283121,-0.63595974,-0.67693824,0.40058252
-0.4810391,-0.112899855,-0.038234673,-0.25125897,-0.59731424,-0.27524513,0.0168365,0.15627769,-0.43441933,0.24790701,-0.5148623,-0.4513209,0.5245851,0.2305173,-0.0028527975,0.5266094
0.15043305,-0.368394,0.8490156,-0.15973,0.19634625,0.06781672,0.7788887,-0.028121669,0.30553892,-0.17780083,0.082149185,-0.22835721,-0.88646096,0.29492226,-0.29462773,-0.14455926
-0.045618363,-0.28854933,0.24287894,0.0062700436,-0.24576227,-0.23182945,-0.05994794,0.022714764,-0.41598335,-0.43048579,-0.13895154,0.18992688,0.17921874,0.2147362,-0.016960476,-0.106146246
-0.40991378,-0.14966828,0.33192977,0.117826164,0.4673456,-0.2753874,-0.014850158,0.58321905,-0.022108661,0.035348937,-0.08982067,-0.40906483,0.4125528,-0.7536569,0.10129526,0.30592826
0.049801864,0.10747277,-0.24374989,-0.20951773,0.4227742,0.15792093,-0.026020814,-0.22590527,-0.24488768,-0.07717728,0.09810718,-0.5319552,-0.0039378274,-0.22868045,0.35640353,-0.02373668
-0.068646476,0.0123842545,-0.40246207,-0.70132256,0.1660104,0.25690746,0.02875157,-0.41379145,0.045912318,-0.25886714,-0.31756034,-0.29215547,-0.04678216,-0.20186232,-0.05014949,-0.7311977
-0.40822378,-0.16389735,0.018124815,-0.20050944,0.084010355,-0.25845402,0.08046284,-0.049307484,-0.16051187,0.24381647,-0.20112285,-0.089484185,-0.14353344,0.45542598,0.31038892,0.1540386
-0.06607537,-0.55219686,0.28368613,0.025428683,-0.19331239,-0.19270636,-0.27069917,0.60406244,0.34514442,-0.30054057,-0.66198283,0.25923377,0.40244135,-0.39023742,0.087585196,0.15290488
-0.609321,-0.6773241,0.06007737,0.33541363,-0.07282844,-0.018504936,-0.17635751,0.84140784,-0.15956199,-0.14881271,-0.592371,-0.18100795,-0.16146863,-0.11928746,0.006597137,-0.3107051
0.2648258,-0.074081615,0.65189284,-0.82230115,0.3469952,-0.087916404,0.58938247,-0.21290238,-0.406635,0.614852,0.19771284,-0.33282202,0.25351074,0.01850306,-0.50551283,-0.12664217
-0.29121828,-0.09397252,0.12787986,0.53656197,0.4428979,0.36119765,-0.13795489,0.44206902,-0.21210389,0.20252186,-0.27440736,-0.6614844,0.019393701,-0.76591593,-0.08207527,-0.14769125
-0.18237479,0.3317411,0.23192519,-0.06303736,0.116081096,0.22208218,0.05895881,0.3811149,-0.3295713,0.004155338,-0.2137571,-0.69669163,-0.10977466,0.0076076533,-0.43738204,0.08339929
-0.199651,-0.121211946,0.22065836,0.00054845214,-0.42907178,-0.50283307,0.39310858,0.3114642,-0.16519524,-0.03355019,-0.4526549,0.4581908,-0.17014402,0.32623604,-0.14679043,0.22299683
0.03186038,-0.592749,-0.5183803,-0.47668493,0.039366998,-0.11162392,-0.30084127,-0.18724717,0.30812556,-0.3939926,-0.33528492,0.10422276,-0.22271404,0.14834602,0.2081168,-0.009074425
-0.55693626,0.054854047,0.24064666,-0.1803762,-0.2957837,-0.42855924,0.10947661,0.09617987,-0.32666352,0.4468506,-0.4362421,-0.51348716,0.5616761,0.23226966,-0.17889448,0.440895
-0.40280604,-0.76996416,-0.146537,-0.29526758,-0.07771135,-0.35395986,0.15088874,-0.4949457,0.62649614,-0.3344236,-0.3522649,0.2579816,-0.29119435,0.41051963,0.45226994,-0.07013066
-0.13212919,-0.11706801,-0.26264355,-0.64560235,0.86069995,0.13784052,-0.046123315,-0.2668464,0.07739294,-0.46571767,-0.0015987977,-0.15976872,-0.19828077,-0.47351474,-0.20320669,-0.49326426
0.036990717,-0.19375674,0.17635897,0.10863939,-0.39149526,-0.06023539,0.34300706,0.27528584,-0.54363954,-0.5681634,-0.5338556,0.4280511,-0.1319725,-0.4539059,-0.428443,-0.19954604
-0.90843284,-0.61815083,-0.1407494,0.050340787,-0.21115662,-0.09020434,-0.66450346,0.2489145,0.009594014,-0.2623729,-0.094321705,-0.3609538,0.03015249,0.2694249,0.09806134,-0.1672396
0.25270256,-0.30076903,-0.19248685,0.0053540915,0.08066628,-0.50257957,-0.03234325,0.7382197,0.22791731,-0.3189152,-0.6108984,0.24040024,0.32665113,-0.37638482,-0.16767228,0.10029685
0.21155655,-0.27290544,-0.14328048,0.4040008,-0.6029254,-0.27644163,-0.04977325,0.15990877,0.39462093,-0.58376235,-0.71113104,0.09475963,-0.2844191,0.15198928,0.3526711,0.4746754
0.23041436,-0.489779,0.49157774,-0.14352989,0.19487712,-0.44920695,0.467282,-0.2549437,-0.215166,-0.07057206,-0.26273677,0.10406056,0.0073534753,0.07491295,-0.5591341,0.006420463
0.057866774,-0.45803183,0.83452433,-0.04129146,-0.13618737,-0.3670681,0.16052964,-0.2240635,0.26506808,-0.26542956,-0.1481212,-0.5435188,0.55344945,0.047115516,0.45554063,0.034879297
-0.43472886,-0.32841253,-0.68370795,-0.31753355,-0.3046456,-0.34785008,0.36417526,0.06556049,-0.5195361,0.32924762,-0.34242967,-0.45219517,-0.10758603,-0.20974818,-0.045917008,0.4314817
0.19162205,-0.2813124,0.57757425,0.39441982,0.23926131,-0.2371019,0.19671986,0.13530813,0.1159093,-0.0033550486,-0.039207917,-0.3741488,0.33100557,-0.05591928,-0.17602628,0.7264173
-0.07616748,-0.41749868,0.15870276,-0.19606905,-0.41174018,-0.06298735,-0.1490024,0.33005717,-0.11849555,-0.20118393,-0.14953789,-0.123702824,0.036218755,0.15173908,-0.05887736,0.36071983
-0.37106892,0.18715012,-0.15087146,-0.28720492,-0.23384984,-0.4012472,0.36599195,0.3305575,-0.7228493,0.19564646,-0.058256626,-0.22418834,-0.08977235,0.17811343,0.10965796,0.2156786
-0.04576917,0.18207473,0.49469137,-0.5119436,-0.35562998,-0.17843989,0.19730344,0.21742077,-0.17350687,-0.24641038,0.16942531,-0.16276798,0.23867708,0.18709698,-0.32420215,0.28363958
-0.19217491,-0.560826,0.64537114,0.13049297,0.002203328,-0.10212745,-0.06347351,-0.27800372,-0.22431555,-0.0028236955,0.13111198,-0.8625792,0.3684606,-0.003112731,0.18703344,-0.14853343
0.19503838,-0.2191948,0.026123557,-0.1004307,-0.033276614,-0.38740492,0.2062467,-0.11770184,0.2254458,-0.39868858,-0.52231497,0.35877144,0.2714592,-0.67062044,-0.28967947,-0.0026313611
-0.27300727,-0.34011668,0.5387285,-0.13974163,-0.2556667,-0.06949346,-0.11703703,0.09385005,-0.3317495,-0.05528703,-0.12090213,-0.19938117,-0.28093842,0.426561,0.1449944,0.087391056
0.17507055,-0.41488415,-0.18641144,0.08410388,-0.26357713,-0.26722816,-0.16405946,0.34697276,0.0039349375,-0.4290988,-0.43825918,0.039267868,0.0224451,-0.24857211,0.04894657,0.21949914
-0.17854856,-0.45509776,0.7080094,0.12248358,-0.11654836,-0.35010147,-0.043105427,0.06432307,0.020321706,-0.024095833,-0.0013854504,-0.73800194,0.6538981,0.07181742,0.14705923,0.06777829
-0.28741685,0.5042317,0.33893102,-0.48252252,-0.4289843,-0.0008152053,0.14586565,0.20035292,-0.264242,-0.063622735,-0.12643044,-0.10165593,0.3367979,0.25845996,-0.35426563,-0.23570132
-0.24629202,-0.49716675,0.48146364,0.124897674,-0.06730656,-0.090213284,-0.14584006,-0.16429004,-0.20985492,-0.05416593,0.02928301,-0.7030405,0.2353649,0.0053004534,0.3073582,-0.0035161548
0.1414203,-0.42078656,0.1178813,0.119359404,-0.13946538,0.17311072,0.035574745,0.7312851,-0.57719016,-0.5325022,-0.06339177,-0.02042706,-0.073839724,-0.30611855,-0.41111943,-0.5577734
-0.107821606,0.06534763,0.366617,-0.50295794,-0.426108,0.023031056,0.029136073,0.63721925,-0.67841345,-0.4101299,0.32813194,-0.41972017,-0.3585131,0.28326392,-0.16876955,0.09032118
-0.23094396,-0.12978603,-0.7009391,-0.92476606,0.70269585,0.2134942,0.06449951,-0.11648658,0.058518983,-0.02089635,0.079623215,-0.18809429,-0.1976785,0.23330124,-0.012603445,0.36696994
-0.31539568,-0.1801248,-0.12336037,-0.5889088,0.106673926,0.12162264,0.35243922,-0.09578255,-0.03323339,-0.08086559,-0.4702186,-0.096025124,-0.26655248,-0.15243067,0.31952983,-0.7501453
-0.17277889,0.016126074,0.18775603,-0.4952872,-0.18272433,-0.66002756,0.93680537,-0.044379175,-0.54302454,0.03596309,-0.6795901,0.43171918,0.37257546,0.006340083,-0.3330156,0.19539551
0.19693217,-0.24488616,0.25289452,-0.073691145,0.22585113,-0.11041017,0.24495791,0.23513393,-0.115971476,-0.1164198,-0.028200123,0.12732248,-0.11481082,-0.35426688,0.056871984,-0.13887134
-0.18614157,-0.00057569146,-0.2190111,-0.2233963,0.0676859,-0.38331628,0.059850454,0.5946658,-0.40836686,-0.41788644,-0.061045755,-0.17141485,0.28734216,0.3983841,-0.17285706,0.02217385
-0.16791385,-0.83551764,-0.11017137,-0.0040736645,-0.6622636,-0.053361263,-0.24482998,0.59639055,0.21034352,-0.6984012,-0.61595124,-0.0636704,0.0037526581,0.3745467,0.14880133,0.12950256
0.284881,-0.2568991,0.22953442,0.42930552,-0.020016294,-0.10581451,0.65117383,-0.14956397,-0.05175817,-0.5701525,-0.37701836,0.13246168,-0.46562567,-0.24791254,-0.27039427,0.10450883
0.22919819,-0.23973298,0.3409401,-0.5423756,0.50861347,-0.020227779,-0.005001407,-0.23684318,-0.4038156,0.0429513,0.47706434,-0.6274273,-0.038341656,-0.29509506,-0.12526679,-0.47719857
-0.18082203,-0.5812302,0.44965324,0.13992852,-0.3985142,-0.19903408,-0.19384012,0.29430565,-0.03528343,-0.146417,-0.27279273,-0.65205014,0.29964218,0.051833913,0.14165902,0.021389255
-0.7833861,-0.519323,-0.32820305,-0.12235564,0.009313896,-0.052219015,-0.63844967,0.35722667,-0.012544086,-0.30206752,-0.12969589,-0.21848194,0.045252807,0.20003335,0.17542042,-0.2916337
0.033694737,-0.5426103,-0.13144407,0.015826464,-0.23067048,-0.3274634,-0.08008309,0.2936798,0.16494568,-0.37194854,-0.57276726,-0.0983861,0.34196016,-0.41757113,0.018806614,0.43668845
0.16764171,-0.011536006,0.6117832,-0.33508405,0.337394,-0.1817032,0.82573247,-0.08763671,-0.06129729,0.17632538,0.16330358,-0.29650813,0.2363524,-0.306907,0.3134924,-0.05608589
-0.84039104,-0.6571195,-0.29143694,-0.0045300126,-0.23235147,-0.17196828,-0.60508764,0.2820532,0.12692489,-0.46954995,-0.10220963,-0.22470917,0.15735474,0.1976292,0.07787244,-0.09330308
0.16888183,-0.113578364,0.6182872,-0.4308397,0.23958057,0.37852997,0.8418145,-0.36028638,0.14581135,0.14703718,-0.010602344,-0.59323204,-0.22105698,-0.16524392,-0.7702986,-0.29450294
0.040920712,-0.40818846,0.31962967,-0.014258403,0.08852722,-0.51979095,0.18031941,0.045371134,-0.14822477,-0.14313373,-0.052271985,-0.030691914,0.06732643,-0.17806084,-0.092811346,0.14682578
0.29881066,-0.16176601,0.5891409,0.24041471,-0.20649782,-0.3907351,0.21967033,-0.009981602,0.42144945,-0.23675294,-0.39880568,-0.43526292,0.98630536,0.16992605,-0.7032616,0.07359195
0.22017825,-0.12979805,0.62889355,-0.52463686,0.26757193,0.43630242,0.82480204,-0.30908614,-0.15594497,0.069923475,0.43838853,-0.4750437,0.23212513,-0.39907303,-0.52166957,-0.18962537
0.21924666,0.009100039,0.65367,0.024695024,0.023317888,-0.49352223,0.33242303,0.11480579,0.70829445,-0.085467614,-0.30711457,-0.29355478,0.7259331,0.038828168,-0.2923851,0.5706474
-0.16106033,-0.6095285,0.43124568,0.086104065,-0.3583326,-0.16598633,-0.14341421,0.0963023,0.08364502,-0.21453418,-0.3738493,-0.56870943,0.20042723,-0.00073488196,0.29513705,0.16187501
-0.41263992,0.14993037,-0.07316709,-0.6880529,-0.33929828,-0.06360879,0.2802311,0.20951852,-0.48832715,-0.15147266,0.092461444,-0.17630678,-0.094351135,0.051773015,-0.2982836,0.36273655
-0.018671913,-0.5818439,0.14605688,-0.39424127,0.073166125,-0.037521895,-0.11138931,-0.14514937,0.054404765,-0.40792018,0.11797913,-0.27825898,-0.7378045,0.06810397,0.039228816,-0.38993967
0.09606367,-0.437786,-0.19786096,0.1886906,-0.38930848,-0.2140501,-0.14498672,0.39242408,-0.041749787,-0.5159547,-0.42835903,0.2594927,0.051301487,0.18544522,0.47888404,0.17007671
0.03356395,-0.31201655,0.35588568,-0.16443735,-0.3657572,-0.23599371,-0.016010549,0.37975594,-0.22509405,-0.29786158,-0.24164397,0.14351256,-0.28277054,0.5905958,-0.11552687,0.12361309
0.19205719,0.12158966,0.4305342,-0.23519824,-0.16314888,-0.47598463,0.6526495,-0.326452,0.15638568,0.15141688,-0.49575937,0.2731793,0.5626443,0.31338447,0.033502273,0.19117044
-0.38330567,-0.5998828,0.43048307,0.13937545,-0.33659086,0.06295559,-0.34107846,0.10843164,-0.16854548,-0.040221512,-0.1344449,-0.7634533,0.3348464,0.03120474,-0.00045730546,-0.116983734
-0.020911938,-0.49794132,-0.08161496,0.16257712,-0.5061875,-0.08376496,-0.20698754,0.5806125,0.15402883,-0.6773322,-0.5938372,-0.062388044,0.045239262,0.2749068,0.40384188,0.15807493
-0.31720564,-0.57534945,-0.18352902,-0.6786598,0.57887745,-0.03096874,0.104513615,-0.43003047,0.09416662,-0.4214321,0.37455806,-0.094256684,-0.5339787,-0.26930428,0.1090087,-0.50783384
0.16034138,-0.3093015,0.6129881,0.0052548647,-0.22529623,-0.31608546,0.1589961,0.036750372,0.31838942,-0.16142419,-0.2642062,-0.51955956,0.86858195,0.0047977543,0.3101354,0.0148994215
-0.284154,-0.44174144,0.43755415,0.1569415,0.04361125,-0.122875325,-0.17912534,-0.14819601,0.0068943016,-0.2149261,0.07112917,-0.93760055,0.6271749,-0.022958582,0.56463826,0.16548944
-0.13124552,-0.13523783,-0.31553546,-0.4118906,-0.43822378,-0.24572417,0.42137223,0.81847167,-0.29762828,-0.2212413,-0.30619195,0.122972876,-0.2820913,-0.0063203326,-0.39760652,-0.6811096
-0.06604914,0.05322545,0.30803257,-0.25819236,-0.09338782,-0.10490907,0.16235076,0.5841812,-0.6299794,-0.4333834,-0.17748705,0.18822931,0.17287773,0.12156779,-0.28731856,-0.19768296
0.06635021,0.12691818,0.24490693,-0.22470286,-0.00120692,0.14306204,0.6127068,0.2770176,-0.35410997,-0.3021013,-0.41324502,0.42249912,-0.17074668,-0.51902336,0.016907271,-0.28822327
-0.53733087,-0.62899196,-0.061239414,-0.22014786,-0.11407266,-0.20639646,0.12599497,-0.3621899,-0.008938968,-0.36238444,-0.07246559,0.10999659,-0.23794433,0.32525092,0.2996699,-0.16404893
-0.06253131,0.28269437,0.58936334,-0.66863596,0.14128721,-0.24024716,0.38414976,-0.21840097,-0.5024475,0.18540516,0.2069504,-0.07247699,0.17958887,0.32566717,-0.35778344,0.35619086
0.06227307,-0.15886773,0.2518648,-0.16476002,-0.30848888,0.059903733,0.7315964,0.34428418,-0.50285476,-0.39489505,-0.24909693,0.28039807,-0.16574448,-0.65102667,-0.35836226,-0.5092468
0.12719226,-0.16885203,0.3479144,-0.15296727,0.6634132,-0.057460092,0.24053966,0.45973948,-0.44827095,-0.034710776,0.2780995,-0.4006387,0.09673822,0.033589017,-0.28576607,-0.33319566
-0.2662323,0.015178863,-0.3189875,-0.24708736,-0.44904917,-0.5664516,0.20933558,0.61174047,-0.46024802,-0.41122425,-0.12058253,-0.08095437,0.25148144,0.18324968,-0.25333,0.037730616
0.09074576,-0.11117171,0.53884625,-0.14988099,0.52911294,0.21582167,0.82104677,-0.039065775,-0.27277234,0.1828902,0.21510997,-0.4497862,0.11132488,-0.3454423,-0.14759777,-0.18418965
0.1675298,-0.21456465,0.68048173,0.07056233,-0.11232367,-0.5401852,0.2666157,-0.1045962,0.44532144,-0.30480468,-0.334541,-0.4065116,0.8356966,0.11804884,-0.046311587,0.1287258
-0.37569562,0.064542495,-0.2258158,-0.033880875,0.12630118,0.049490027,0.09012976,0.031465642,-0.10666801,0.32247764,-0.14597416,-0.7374708,0.22365999,0.03214838,0.057389867,0.31661102
-0.025322448,-0.1316118,0.40209728,0.25099754,0.113271095,-0.085837305,0.2542293,0.30920538,-0.014704421,0.35283038,0.24989936,-0.5719908,0.7361833,-0.27773318,-0.10121298,-0.028686421
-0.124143824,-0.33152083,-0.005671717,-0.614382,0.82425433,0.21492861,0.01816928,-0.3148119,-0.23088048,0.19284359,0.19434124,-0.2580989,-0.1393663,-0.31025252,-0.42307076,-0.39145854
-0.65205455,-0.31983137,0.3722056,0.23080489,0.04724714,0.009736959,-0.5344236,0.66149825,0.1697836,0.039269358,0.012447331,-0.10931081,0.5386192,-0.45684415,-0.108606786,0.516418
0.029931948,0.20208785,0.22488147,-0.36044696,-0.307257,-0.20024686,0.24652593,0.18191338,-0.29775852,-0.35165995,0.22800556,-0.06892149,0.16849318,0.1598771,0.16092363,0.025277985
-0.23619229,-0.2669104,0.07853365,-0.27690178,-0.48302972,-0.38265204,0.79138947,0.02421062,-0.5480673,-0.42877448,-0.21238771,0.5563666,0.009539574,-0.5273784,-0.47566435,-0.09884252
0.19287938,-0.43378237,-0.05276481,-0.5733422,0.19629112,-0.048555166,1.2923803,-0.53929144,-0.22227287,0.11466716,-0.31783068,-0.22576982,-0.041254535,0.11532189,-0.38854834,0.20632851
-0.09400837,-0.6513536,0.93970037,0.343243,-0.074927986,-0.18858768,-0.1561224,-0.053047806,0.26155308,-0.1728746,-0.25519076,-0.85761833,0.054765508,0.1330679,0.19619237,0.1689904
0.2328941,-0.37741286,0.30423418,-0.58452666,0.35320845,-0.17986459,0.18798396,-0.26871505,-0.4487472,-0.04957705,0.39640754,-0.30365658,-0.013236592,-0.4682994,-0.087021366,-0.37796965
0.33386278,-0.5153212,0.8362377,-0.48983362,0.11639107,-0.22221363,0.6371657,-0.1395238,-0.10645748,0.1465489,-0.029856317,0.067617595,-0.40878838,0.49836737,-0.44498846,-0.15538272
0.19371818,-0.3897546,0.50374806,-0.38795188,0.4652069,-0.29191542,0.82575107,-0.39080602,-0.3252736,-0.018445227,0.2973254,-0.10882559,0.15095916,-0.15224418,-0.48799115,0.021591337
0.24627379,-0.16235714,0.2816533,-0.10411571,0.037699297,0.06273386,1.2698132,-0.39644793,-0.04695066,-0.069264665,-0.22761694,0.08667746,-0.65361154,0.36397135,-0.31016123,0.101187386
-0.06635131,-0.5164548,-0.13853809,0.14654005,-0.2594422,-0.17582488,-0.2971064,0.51173383,-0.005232757,-0.45325118,-0.36157164,-0.018030647,0.17555462,0.29907662,0.4975924,0.053672742
-0.36139435,-0.6579257,0.13876729,-0.45759305,0.46694094,-0.21612161,0.08824372,-0.33200377,-0.10991692,-0.2254029,0.15897164,-0.020571113,-0.31061274,-0.3399362,0.27659526,-0.53274035
-0.13793766,-0.5660507,0.24305809,0.25816515,-0.098318264,0.10478829,-0.31310678,0.5673997,-0.30084482,0.053441122,-0.3957747,-0.34157658,0.32734096,-0.20361328,-0.061598685,0.29464242
-0.054858603,0.0555438,0.5932538,-0.02871339,0.8025341,-0.080347165,0.5593423,0.27208266,-0.3841228,0.25807902,0.42017388,-0.87450415,0.024216712,0.26035228,-0.64519745,-0.038174544
0.18011314,0.04206973,0.40379712,-0.16045804,0.6617206,0.1808394,0.558131,0.12511349,-0.3077544,0.06911725,0.41709158,-0.57440716,0.045353204,-0.2843673,-0.25825953,-0.23437402
-0.1068732,-0.7430948,-0.35471883,-0.47441593,-0.17981504,-0.26305473,-0.27787733,-0.45080152,0.21111143,-0.31365606,-0.09131197,0.19508593,-0.016012916,0.11398647,0.3467821,0.19630721
0.19148453,-0.10536879,0.5569594,-0.5903082,0.048943885,-0.35859025,0.42548248,0.03271379,-0.2590448,-0.22764267,0.33680972,0.062496424,-0.19429812,0.5458115,-0.31175423,0.06856157
-0.44142994,-0.31946665,-0.11130435,0.46532306,-0.0053518866,0.091588736,-0.5780439,0.5233253,-0.38732302,0.062490553,-0.061603636,-0.38502395,0.068189956,-0.3772619,-0.10953528,-0.0065059387
-0.41992587,-0.41805923,-0.066163294,-0.4585037,0.21162492,-0.019639876,0.2360025,-0.5466329,-0.039197948,-0.23863319,-0.21707165,0.025837697,-0.32906,-0.0037907283,0.40528387,-0.4606144
-0.43538275,-0.46294552,-0.08722598,-0.43817654,0.60712373,0.12501197,0.16374888,0.14994468,-0.024613585,-0.13090508,0.024479643,0.12615848,-0.19958122,-0.5351743,0.09962277,-0.3557723
0.31871864,-0.21313709,0.41004282,-0.10863622,0.39084464,-0.19225807,0.6419937,-0.12527111,-0.20696376,-0.16465612,0.16075015,-0.09679408,0.2854235,-0.28610373,-0.25063455,-0.16021904
-0.14195463,0.26635125,0.23190701,-0.61044264,-0.42628825,-0.29981485,0.32984653,-0.09911564,-0.19331267,-0.2657548,0.15312558,-0.10231178,0.36007708,0.21732739,0.039475095,0.6059539
-0.21932898,-0.548974,-0.26851225,-0.1460312,0.10452342,-0.22529218,0.0050829984,-0.059389725,0.22370705,-0.22901368,-0.44202706,0.1597078,-0.29323944,0.29598123,0.49453527,0.04772624
-0.2888868,-0.44059023,0.029046778,0.113517165,0.03294421,-0.57470465,0.16613655,0.21379833,0.39553162,-0.28762233,-0.4093249,0.27242523,0.4773272,-0.38715202,-0.005532042,0.2245272
0.0022465661,0.14494708,0.5092641,-0.7672651,0.12890592,-0.33571988,0.03633194,-0.026828732,-0.011259183,-0.18695909,-0.008823574,0.006769903,-0.043830194,0.53304374,0.1838294,0.23653316
-0.0718806,-0.8163174,0.5167114,0.33960298,-0.15837157,-0.23471151,-0.15099077,-0.017229442,0.039785452,-0.27536827,-0.17584199,-0.53529406,-0.23047557,0.08580944,0.067818046,0.09475607
-0.42816237,-0.36765712,0.16742516,0.38197738,-0.028320495,-0.02419855,-0.46077868,0.70378155,-0.35779738,0.04105711,-0.018689334,-0.4089098,0.1060375,-0.29484174,-0.15940069,0.38989434
-0.29310238,-0.026422203,0.40402097,0.31343457,-0.1062123,-0.21150532,1.1359267,-0.40010718,0.43300557,-0.18005268,-0.48631796,0.098582566,-0.4730735,-0.7596519,-0.06383452,-0.06579093
-0.2783612,-0.46693844,0.61927485,0.04437621,-0.0884536,-0.16171013,-0.11763644,-0.10467404,0.012730496,-0.1584694,0.025093786,-0.85797304,0.6208464,0.05790342,0.25458375,-0.053519297
-0.22652784,-0.073620856,0.38834226,0.016439155,-0.076396495,-0.10605644,1.0855029,-0.6759476,0.30709112,-0.24335575,-0.69153106,0.13112189,-0.57941747,-0.28760123,-0.5257931,0.0034298054
0.26396188,-0.19117297,-0.087654494,-0.12008505,-0.040999673,-0.2152385,-0.061306696,0.15771185,0.24922484,-0.28136927,-0.49161568,-0.19935054,0.4488448,-0.5266159,0.019045182,0.24107799
-0.03641717,0.18745051,0.38881558,-0.29432487,0.38833973,0.2153198,0.14615528,0.37594768,-0.101676084,0.26422146,0.245166,-0.7809352,-0.13648732,-0.042684253,-0.24957259,-0.016355248
